refArea,PercentageofEducationlevelofresidents-illeterate,PercentageofSchooldropout,Observation URI,references,PercentageofEducationlevelofresidents-university,publisher,PercentageofEducationlevelofresidents-secondary,PercentageofEducationlevelofresidents-intermediate,PercentageofEducationlevelofresidents-vocational,PercentageofEducationlevelofresidents-elementary,PercentageofEducationlevelofresidents-highereducation,Town,dataset
https://dbpedia.org/page/Mount_Lebanon_Governorate,2.00,2.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Sibline,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,15.00,20.00,20.00,3.00,Sibline,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,5.00,10.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Yaaqoub,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,15.00,20.00,15.00,5.00,Aain Yaaqoub,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,5.00,1.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Toula,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,15.00,20.00,15.00,5.00,Toula,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,2.00,20.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Barr+Elias,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,15.00,20.00,13.00,10.00,Barr Elias,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,10.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Maarab,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,15.00,15.00,15.00,5.00,Maarab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,5.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bnoueiti,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,15.00,10.00,25.00,5.00,Bnoueiti,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,3.00,1.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Selfaya,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,14.00,20.00,15.00,8.00,Selfaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berti,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,10.00,20.00,10.00,20.00,Berti,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Zabbougha,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,10.00,20.00,10.00,20.00,Zabbougha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Bsharri_District,10.00,20.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Monzer,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,10.00,20.00,10.00,10.00,Beit Monzer,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,10.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mazraat+Swaidan,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,10.00,20.00,10.00,10.00,Mazraat Swaidan,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,10.00,20.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mrah+Es-Srayj,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,10.00,20.00,10.00,10.00,Mrah Es-Srayj,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,10.00,10.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nabha+Qoudam,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,10.00,20.00,10.00,10.00,Nabha Qoudam,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,5.00,3.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bissariyeh,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,10.00,20.00,5.00,20.00,Bissariyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,10.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Khzaiz,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,20.00,10.00,5.00,30.00,5.00,Khzaiz,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,5.00,20.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mejdlaiya+Zgharta,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,19.00,20.00,6.00,25.00,5.00,Mejdlaiya Zgharta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Bint_Jbeil_District,0.00,1.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qalaouiyeh,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,17.00,30.00,10.00,20.00,3.00,Qalaouiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,9.00,8.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jbeil,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,17.00,14.00,17.00,19.00,4.00,Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Matn_District,5.00,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aayoun+El-Matn,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,40.00,2.00,15.00,3.00,Aayoun El-Matn,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Hasbaya_District,5.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Fardis+Hasbaiya,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,35.00,5.00,20.00,3.00,Fardis Hasbaiya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0.00,10.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bmaryam,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,30.00,10.00,20.00,5.00,Bmaryam,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Bsharri_District,5.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Breissat,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,30.00,5.00,20.00,5.00,Breissat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Bsharri_District,10.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Qannoubine,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,27.00,10.00,15.00,3.00,Ouadi Qannoubine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,1.00,1.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mrayjat+Zahleh,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,25.00,15.00,19.00,5.00,Mrayjat Zahleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,5.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jouar+El-Haouz,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,25.00,10.00,20.00,5.00,Jouar El-Haouz,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,3.00,10.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouarhaniyeh,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,25.00,7.00,25.00,5.00,Ouarhaniyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,15.00,50.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aayoun+El-Ghizlane,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,25.00,5.00,15.00,5.00,Aayoun El-Ghizlane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,1.00,100.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aaouaainat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,20.00,12.00,20.00,12.00,Aaouaainat Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/South_Governorate,5.00,2.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qatrani,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,20.00,10.00,20.00,10.00,Qatrani,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/North_Governorate,5.00,1.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aaba,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,20.00,10.00,10.00,20.00,Aaba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,5.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Deir+Mimas,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,20.00,5.00,30.00,5.00,Deir Mimas,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,5.00,5.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Chhim,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,17.00,20.00,18.00,5.00,Chhim,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,5.00,10.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hdeine,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,15.00,25.00,15.00,5.00,Hdeine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,2.00,5.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ghbaleh+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,15.00,20.00,20.00,8.00,Ghbaleh Kesrouane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,10.00,15.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Zhalta,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,15.00,20.00,10.00,10.00,Aain Zhalta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,5.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kahlouniet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,15.00,15.00,10.00,15.00,20.00,Kahlouniet Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,20.00,2.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Terbol+Zahleh,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,14.00,14.00,8.00,18.00,6.00,Terbol Zahleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,5.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Zaitoun,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,13.00,40.00,5.00,15.00,2.00,Zaitoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,2.00,1.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Roummane,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,13.00,38.00,15.00,10.00,2.00,Kfar Roummane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,0.50,40.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Kila,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,13.00,20.00,25.00,20.00,1.50,Kfar Kila,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,2.00,20.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Souaisset+Aakkar,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,50.00,10.00,3.00,5.00,Souaisset Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Haouch+Tall+Safiyeh,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,45.00,3.00,20.00,2.00,Haouch Tall Safiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Bsharri_District,3.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Dimane,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,35.00,5.00,20.00,7.00,Dimane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,9.00,5.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Sir+El-Gharbiyeh,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,31.00,5.00,20.00,5.00,Sir El-Gharbiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Western_Beqaa_District,3.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Soltan+Yacoub+el+Aradi,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,30.00,10.00,17.00,10.00,Soltan Yacoub el Aradi,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/South_Governorate,10.00,20.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Rimat,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,30.00,10.00,15.00,5.00,Rimat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,1.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mzraat+Kefraya,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,30.00,5.00,30.00,4.00,Mzraat Kefraya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,5.00,4.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Halba,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,30.00,5.00,20.00,10.00,Halba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,2.00,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bqaatouta,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,28.00,20.00,5.00,15.00,Bqaatouta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,15.00,20.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ilat,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,25.00,5.00,20.00,5.00,Ilat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,2.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bintaael,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,25.00,2.00,25.00,16.00,Bintaael,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,2.00,10.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Selouane,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,20.00,20.00,18.00,10.00,Kfar Selouane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,2.00,7.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Eghbe,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,20.00,19.00,28.00,1.00,Eghbe,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Tyre_District,15.00,5.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Tayr+Debbeh,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,20.00,15.00,10.00,10.00,Tayr Debbeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,2.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Torbol+Menie,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,20.00,10.00,30.00,8.00,Torbol Menie,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,15.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ghineh,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,20.00,10.00,20.00,5.00,Ghineh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,10.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hsoun,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,20.00,5.00,30.00,5.00,Hsoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,20.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Sirhmoul,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,20.00,5.00,20.00,5.00,Sirhmoul,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,20.00,5.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+Ed-Delbe,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,10.00,20.00,20.00,0.00,Aain Ed-Delbe,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,15.00,20.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Fnaydek,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,10.00,10.00,35.00,0.00,Fnaydek,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,10.00,5.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Massa,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,10.00,5.00,10.00,5.00,40.00,Massa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,20.00,2.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Batroun,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,7.00,10.00,15.00,25.00,3.00,Batroun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Bsharri_District,5.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blaouza,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,5.00,48.00,10.00,10.00,2.00,Blaouza,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,20.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mayrouba,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,5.00,30.00,2.00,20.00,3.00,Mayrouba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,48.00,40.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ein+el+Dahab,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,5.00,5.00,10.00,12.00,0.00,Ein el Dahab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/North_Governorate,10.00,20.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Enfeh,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,5.00,5.00,5.00,5.00,50.00,Enfeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,45.00,30.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Taibet+Baalbek,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,5.00,3.00,20.00,5.00,2.00,Taibet Baalbek,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aain+El+Saydeh,https://impact.cib.gov.lb/home#open_data_section,20.00,Impact Open Data,2.00,5.00,10.00,53.00,10.00,Aain El Saydeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/North_Governorate,1.00,4.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Barsa,https://impact.cib.gov.lb/home#open_data_section,19.00,Impact Open Data,25.00,20.00,20.00,10.00,5.00,Barsa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,1.00,0.50,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Yohmor+En-Nabatiyeh,https://impact.cib.gov.lb/home#open_data_section,19.00,Impact Open Data,20.00,10.00,30.00,10.00,10.00,Yohmor En-Nabatiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,20.00,20.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jdita,https://impact.cib.gov.lb/home#open_data_section,19.00,Impact Open Data,10.00,20.00,10.00,20.00,1.00,Jdita,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,2.00,2.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Aabaydat,https://impact.cib.gov.lb/home#open_data_section,18.00,Impact Open Data,50.00,18.00,2.00,10.00,0.00,Aabaydat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/South_Governorate,2.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Hidab,https://impact.cib.gov.lb/home#open_data_section,18.00,Impact Open Data,40.00,17.00,6.00,12.00,5.00,Hidab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,2.00,0.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Brih,https://impact.cib.gov.lb/home#open_data_section,18.00,Impact Open Data,30.00,30.00,5.00,10.00,5.00,Brih,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0.00,3.00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Khinchara,https://impact.cib.gov.lb/home#open_data_section,18.00,Impact Open Data,25.00,25.00,6.00,24.00,2.00,Khinchara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
